mtime,stream_id,D,G,H,J,Q,R,U,V,W,X
2021-11-01T02:05,Mh,0,14092,0,0,0,20961,0,17529,0,0
2021-11-01T02:05,Mi,0,1953,2795,0,0,3037,0,0,0,0
2021-11-01T02:05,Mj,0,0,0,0,0,0,13374,0,0,0
2021-11-01T02:05,Mk,0,0,0,0,0,12907,0,21302,0,0
2021-11-01T02:05,Ml,24921,0,0,16919,0,0,0,0,0,0
2021-11-01T02:05,Mm,0,0,0,23161,0,20804,0,0,6333,0
2021-11-01T02:05,Mn,0,0,13352,0,0,0,0,0,0,0
2021-11-01T02:05,Mo,0,0,0,0,0,0,16177,0,0,0
2021-11-01T02:05,Mp,9444,15863,0,0,0,0,0,0,0,0
2021-11-01T02:05,Mq,0,0,18128,0,0,22661,0,0,0,19540
2021-11-01T02:05,Mr,0,0,0,0,0,0,11000,0,0,0
2021-11-01T02:05,Ms,0,17142,15837,0,11970,0,4798,0,0,21137
2021-11-01T02:05,Mt,0,0,0,12952,0,3886,5741,0,0,0
2021-11-01T02:05,Mu,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:05,Mv,19344,0,0,1863,0,0,0,100,0,0
2021-11-01T02:05,Mw,7524,22050,0,0,0,0,10938,0,0,0
2021-11-01T02:05,Mx,14715,0,0,0,3490,0,0,397,22648,1786
2021-11-01T02:05,My,0,0,19048,0,0,6349,0,0,0,0
2021-11-01T02:05,Mz,0,0,6194,0,0,0,0,0,0,0
2021-11-01T02:05,N1,19344,0,0,0,0,0,0,0,0,3453
2021-11-01T02:05,N2,0,0,0,0,0,0,0,0,0,8525
2021-11-01T02:05,N3,0,0,0,7744,0,0,8839,0,8001,0
2021-11-01T02:05,N4,0,0,0,0,0,6063,0,0,0,0
2021-11-01T02:05,N5,0,0,0,0,0,0,23470,0,0,0
2021-11-01T02:05,N6,0,0,0,0,0,0,0,0,0,22533
2021-11-01T02:05,N7,0,0,1581,0,20658,7631,0,0,0,0
2021-11-01T02:05,N8,18823,19388,0,17369,0,0,17751,0,0,3770
2021-11-01T02:05,N9,0,0,0,0,0,0,17027,0,0,0
2021-11-01T02:05,NO,0,0,0,0,0,1812,0,0,0,0
2021-11-01T02:05,NP,0,0,13699,20235,9891,0,0,0,0,0
2021-11-01T02:05,NQ,0,0,0,21485,4607,0,0,15304,0,0
2021-11-01T02:05,NR,0,0,0,0,0,0,0,0,0,15526
2021-11-01T02:05,NS,0,0,0,0,0,2380,0,0,0,19442
2021-11-01T02:05,NT,514,0,0,12438,0,0,13561,0,0,1064
2021-11-01T02:05,NU,0,16024,0,0,0,0,0,0,0,0
2021-11-01T02:05,NV,0,0,0,0,12344,0,1852,0,15066,0
2021-11-01T02:05,NW,0,0,17139,0,0,14950,0,0,0,0
2021-11-01T02:05,NX,0,9607,20732,0,0,0,0,0,0,0
2021-11-01T02:05,NY,14088,8391,0,8470,0,0,0,0,0,0
2021-11-01T02:05,NZ,0,0,10108,639,0,0,0,0,8626,0
2021-11-01T02:05,Na,24538,0,0,15245,0,0,0,0,0,0
2021-11-01T02:05,Nb,0,0,0,0,0,0,0,7885,0,0
2021-11-01T02:05,Nc,0,0,0,0,0,0,0,13929,0,0
2021-11-01T02:05,Nd,0,0,0,0,0,0,0,0,11588,0
2021-11-01T02:05,Ne,0,6664,0,0,0,0,5321,0,0,0
2021-11-01T02:05,Nf,0,0,0,15221,0,0,0,0,0,0
2021-11-01T02:05,Ng,0,15359,23001,0,0,0,0,9113,0,0
2021-11-01T02:05,Nh,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:05,Ni,0,0,0,0,3305,0,1532,0,0,0
2021-11-01T02:05,Nj,0,0,4662,0,0,8081,0,0,18904,0
2021-11-01T02:05,Nk,0,0,0,0,0,11544,0,0,10428,812
2021-11-01T02:10,Nl,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:10,Nm,0,10,0,0,0,0,0,0,0,0
2021-11-01T02:10,Nn,0,0,4928,0,17528,9336,0,0,0,18505
2021-11-01T02:10,No,0,987,0,0,0,0,13232,0,0,0
2021-11-01T02:10,Np,0,0,8983,0,0,0,0,10528,0,0
2021-11-01T02:10,Nq,13700,8488,0,0,0,0,0,0,0,0
2021-11-01T02:10,Nr,0,0,0,0,0,0,0,8703,17488,0
2021-11-01T02:10,Ns,0,15892,0,0,0,0,0,23632,0,0
2021-11-01T02:10,Nt,18919,0,5093,0,6210,0,0,0,0,0
2021-11-01T02:10,Nu,21103,0,0,0,0,0,0,0,0,0
2021-11-01T02:10,Nv,0,0,0,0,0,0,5648,0,0,0
2021-11-01T02:10,Nw,0,0,4299,0,0,0,0,5546,0,6531
2021-11-01T02:10,Nx,3544,0,0,0,0,0,0,0,0,0
2021-11-01T02:10,Ny,0,0,0,0,0,5423,0,0,0,0
2021-11-01T02:10,Nz,0,22399,0,18693,0,3457,0,0,0,0
2021-11-01T02:10,O1,3865,0,0,0,20549,22021,0,23585,6269,2295
2021-11-01T02:10,O2,0,4913,23722,0,0,0,0,0,0,15885
2021-11-01T02:10,O3,0,4432,0,0,7036,577,0,23255,0,0
2021-11-01T02:10,O4,458,0,0,0,0,0,0,0,0,0
2021-11-01T02:10,O5,0,0,0,0,17142,0,0,0,0,0
2021-11-01T02:10,O6,9739,0,0,0,0,0,0,0,0,0
2021-11-01T02:10,O7,0,0,0,0,22632,0,23651,0,23254,0
2021-11-01T02:10,O8,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:10,O9,0,13609,15847,0,0,8235,17879,0,8489,0
2021-11-01T02:10,OP,0,207,716,0,6808,4475,6019,0,0,0
2021-11-01T02:10,OQ,14059,0,0,0,0,0,0,4046,0,23749
2021-11-01T02:10,OR,0,0,0,0,1284,10693,0,0,0,0
2021-11-01T02:10,OS,0,0,1799,0,0,0,0,0,0,0
2021-11-01T02:10,OT,17219,0,21199,3250,0,0,0,0,0,10260
2021-11-01T02:10,OU,0,12193,0,0,0,0,0,1217,0,0
2021-11-01T02:10,OV,0,0,6678,0,0,0,2096,0,0,0
2021-11-01T02:10,OW,0,0,0,0,0,0,281,0,0,0
2021-11-01T02:10,OX,0,0,0,0,0,0,0,0,4152,0
2021-11-01T02:10,OY,16427,0,18617,0,0,0,0,0,0,0
2021-11-01T02:10,OZ,0,0,7715,0,0,0,0,0,0,0
2021-11-01T02:10,Oa,0,0,335,0,19554,22311,6900,2989,0,0
2021-11-01T02:10,Ob,0,16552,0,5504,0,0,17130,0,0,3098
2021-11-01T02:10,Oc,0,0,0,0,20893,0,0,0,0,0
2021-11-01T02:10,Od,0,0,0,0,0,0,0,0,0,15754
2021-11-01T02:10,Oe,0,0,0,0,0,0,0,0,851,0
2021-11-01T02:10,Of,15221,0,15811,0,0,0,3339,0,0,17116
2021-11-01T02:10,Og,0,8161,16361,0,0,0,0,0,0,0
2021-11-01T02:10,Oh,9574,0,0,0,0,0,0,0,0,9999
2021-11-01T02:10,Oi,0,0,0,1978,0,0,0,4515,0,0
2021-11-01T02:10,Oj,11246,0,0,0,0,0,19949,0,0,0
2021-11-01T02:10,Ok,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:10,Ol,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:10,Om,0,0,0,0,0,0,0,0,23308,0
2021-11-01T02:10,On,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:10,Oo,0,16559,0,14684,0,0,0,0,0,0
2021-11-01T02:10,Op,1327,0,0,0,0,23261,0,0,0,24998
2021-11-01T02:10,Oq,0,0,0,0,21358,0,0,19625,0,0
2021-11-01T02:10,Or,0,0,8685,0,0,0,0,0,0,0
2021-11-01T02:10,Os,0,0,0,0,0,2345,0,0,0,0
2021-11-01T02:10,Ot,4839,22896,0,0,0,0,0,0,13758,0
2021-11-01T02:10,Ou,0,0,0,0,0,0,8970,0,0,0
2021-11-01T02:10,Ov,0,0,0,0,0,0,0,20387,16272,0
2021-11-01T02:10,Ow,0,0,0,0,0,0,7059,0,0,0
2021-11-01T02:10,Ox,0,11693,0,0,0,0,0,0,10859,0
2021-11-01T02:10,Oy,0,0,0,0,0,0,0,0,16696,24999
2021-11-01T02:10,Oz,0,18167,0,0,3904,0,0,0,23586,24959
2021-11-01T02:10,P1,0,0,10814,11031,0,6392,0,0,0,5638
2021-11-01T02:10,P2,0,0,0,0,0,6126,18778,0,0,0
2021-11-01T02:10,P3,0,17665,836,0,0,0,0,0,0,0
2021-11-01T02:10,P4,0,7995,0,20017,0,0,19684,0,0,0
2021-11-01T02:10,P5,0,0,0,18621,0,8918,0,11029,0,0
2021-11-01T02:10,P6,18642,0,0,10093,0,6386,18646,0,7162,0
2021-11-01T02:10,P7,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:10,P8,0,0,12255,0,0,16253,6577,0,0,0
2021-11-01T02:10,P9,2850,0,0,0,0,0,0,0,0,0
2021-11-01T02:10,PQ,0,0,0,24962,0,0,0,0,0,0
2021-11-01T02:10,PR,0,0,0,0,0,0,0,7660,0,0
2021-11-01T02:10,PS,0,0,8972,20000,0,0,0,0,0,0
2021-11-01T02:10,PT,0,0,0,0,18248,0,0,0,0,0
2021-11-01T02:10,PU,0,0,0,0,14435,5372,0,7514,0,0
2021-11-01T02:10,PV,0,0,0,0,6434,0,21142,0,0,0
2021-11-01T02:10,PW,0,7203,0,0,0,0,0,0,20650,0
2021-11-01T02:10,PX,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:10,PY,0,0,0,0,0,0,0,0,0,21345
2021-11-01T02:10,PZ,0,21358,0,0,0,543,22844,19822,0,0
2021-11-01T02:10,Pa,0,0,0,0,0,12516,0,22647,9542,0
2021-11-01T02:10,Pb,0,0,21168,0,0,0,0,17801,0,9336
2021-11-01T02:10,Pc,0,18867,0,0,0,0,0,0,0,0
2021-11-01T02:10,Pd,0,0,5768,0,0,14811,0,0,5875,0
2021-11-01T02:10,Pe,4096,0,17765,0,0,0,0,22625,5599,0
2021-11-01T02:10,Pf,0,0,17066,0,0,0,0,0,0,4010
2021-11-01T02:10,Pg,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:10,Ph,0,0,0,0,6703,0,0,0,0,0
2021-11-01T02:10,Pi,0,18077,0,0,0,0,17783,0,0,0
2021-11-01T02:10,Pj,0,0,21689,0,0,0,0,0,18361,0
2021-11-01T02:10,Pk,0,0,0,12272,0,0,0,0,23969,0
2021-11-01T02:10,Pl,0,0,20349,0,0,0,0,0,0,0
2021-11-01T02:10,Pm,0,15827,0,0,0,0,0,0,0,0
2021-11-01T02:10,Pn,0,0,0,0,0,0,0,18685,12798,5003
2021-11-01T02:10,Po,14015,0,0,0,0,0,0,0,0,0
2021-11-01T02:10,Pp,8013,0,0,0,0,0,0,0,0,0
2021-11-01T02:10,Pq,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:10,Pr,0,0,0,1413,0,0,0,0,0,0
2021-11-01T02:10,Ps,0,0,0,0,0,0,0,0,0,15495
2021-11-01T02:10,Pt,0,21365,0,0,0,0,0,0,0,4153
2021-11-01T02:15,Pu,0,0,0,0,4980,0,0,0,0,0
2021-11-01T02:15,Pv,18602,0,0,0,0,0,0,0,0,6189
2021-11-01T02:15,Pw,0,9095,0,22326,0,0,0,14054,0,0
2021-11-01T02:15,Px,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:15,Py,0,0,15502,0,0,0,0,0,0,0
2021-11-01T02:15,Pz,0,0,0,0,0,0,0,0,23072,14472
2021-11-01T02:15,Q1,0,0,3524,0,0,0,0,0,0,3550
2021-11-01T02:15,Q2,0,0,0,0,0,0,0,24936,18955,0
2021-11-01T02:15,Q3,0,20883,0,0,0,0,0,0,0,0
2021-11-01T02:15,Q4,0,0,0,0,0,0,0,0,3528,0
2021-11-01T02:15,Q5,0,0,0,0,0,0,0,23690,0,0
2021-11-01T02:15,Q6,0,0,0,0,0,6321,0,13715,0,8298
2021-11-01T02:15,Q7,0,0,0,0,0,0,0,4514,0,0
2021-11-01T02:15,Q8,4299,0,0,0,0,0,21902,19741,0,0
2021-11-01T02:15,Q9,0,18187,0,0,17786,19934,0,4179,0,24173
2021-11-01T02:15,QR,14003,0,0,21584,0,0,0,22285,24618,0
2021-11-01T02:15,QS,0,0,0,0,0,0,16396,0,7180,0
2021-11-01T02:15,QT,0,0,15208,0,0,6940,0,0,0,17549
2021-11-01T02:15,QU,0,7217,0,0,0,0,0,0,8337,0
2021-11-01T02:15,QV,0,0,0,0,0,0,0,0,6469,0
2021-11-01T02:15,QW,4125,7628,0,0,0,0,0,0,0,0
2021-11-01T02:15,QX,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:15,QY,0,0,0,0,0,8386,0,0,0,0
2021-11-01T02:15,QZ,0,0,0,0,0,7885,12334,0,0,0
2021-11-01T02:15,Qa,0,0,0,0,0,22420,0,13835,6642,0
2021-11-01T02:15,Qb,0,0,2183,0,0,200,0,0,0,6130
2021-11-01T02:15,Qc,0,0,0,0,0,1006,23718,0,0,0
2021-11-01T02:15,Qd,0,0,0,0,0,0,0,688,24599,0
2021-11-01T02:15,Qe,11058,0,0,0,0,0,17384,0,0,20994
2021-11-01T02:15,Qf,8971,18869,0,0,0,0,0,0,0,0
2021-11-01T02:15,Qg,6235,0,0,0,0,0,0,0,0,19803
2021-11-01T02:15,Qh,0,0,24479,0,0,0,0,0,0,0
2021-11-01T02:15,Qi,0,18939,0,22952,0,0,0,0,0,0
2021-11-01T02:15,Qj,0,5243,0,0,0,0,21151,3253,0,0
2021-11-01T02:15,Qk,0,0,0,0,0,14302,0,9093,0,0
2021-11-01T02:15,Ql,1339,0,0,0,0,0,0,0,0,0
2021-11-01T02:15,Qm,0,0,0,0,0,0,0,24121,7535,0
2021-11-01T02:15,Qn,0,0,6242,0,0,0,0,0,0,0
2021-11-01T02:15,Qo,0,16400,0,0,0,0,10425,0,10119,0
2021-11-01T02:15,Qp,0,13727,0,0,3207,0,0,0,0,0
2021-11-01T02:15,Qq,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:15,Qr,129,0,0,0,0,0,0,0,0,0
2021-11-01T02:15,Qs,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:15,Qt,23478,0,0,0,0,0,0,0,9918,0
2021-11-01T02:15,Qu,0,18326,0,0,0,0,0,0,0,0
2021-11-01T02:15,Qv,0,5766,0,0,0,0,0,0,0,0
2021-11-01T02:15,Qw,0,0,0,0,0,22010,7863,0,0,21145
2021-11-01T02:15,Qx,0,22286,0,0,0,0,0,0,0,0
2021-11-01T02:15,Qy,0,20181,0,0,0,0,0,0,0,0
2021-11-01T02:15,Qz,0,14679,0,0,0,0,19552,0,0,0
2021-11-01T02:15,R1,0,7954,0,0,0,0,0,4559,0,0
2021-11-01T02:15,R2,5966,0,0,8449,0,0,0,0,7950,0
2021-11-01T02:15,R3,0,0,0,0,0,24238,0,0,0,0
2021-11-01T02:15,R4,0,0,21327,0,0,7756,0,0,0,0
2021-11-01T02:15,R5,0,2264,0,0,0,0,0,0,16013,0
2021-11-01T02:15,R6,0,0,0,0,21386,0,0,11304,0,0
2021-11-01T02:15,R7,4350,0,0,0,24400,0,0,0,0,0
2021-11-01T02:15,R8,0,0,0,0,0,0,19932,0,0,0
2021-11-01T02:15,R9,0,0,11811,0,0,0,18165,0,0,0
2021-11-01T02:15,RS,0,0,0,0,0,0,6457,0,8421,0
2021-11-01T02:15,RT,0,0,9563,0,0,9524,17717,0,0,0
2021-11-01T02:15,RU,0,4182,0,0,20456,0,0,6053,0,0
2021-11-01T02:15,RV,23327,9233,0,17813,0,0,0,0,0,0
2021-11-01T02:15,RW,0,12378,0,10384,22051,0,0,0,0,0
2021-11-01T02:15,RX,0,0,0,0,0,0,10317,0,0,0
2021-11-01T02:15,RY,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:15,RZ,0,7469,0,0,0,0,0,0,2688,8117
2021-11-01T02:15,Ra,0,16945,0,0,0,0,0,0,0,0
2021-11-01T02:15,Rb,0,0,0,0,18818,0,0,5565,0,16066
2021-11-01T02:15,Rc,0,432,0,0,0,19526,11930,0,0,8952
2021-11-01T02:15,Rd,0,0,0,0,0,0,6618,0,0,0
2021-11-01T02:15,Re,0,0,11479,0,0,23921,0,0,0,0
2021-11-01T02:15,Rf,0,7763,0,0,0,0,0,0,0,0
2021-11-01T02:15,Rg,0,0,0,0,0,0,0,0,0,1073
2021-11-01T02:15,Rh,16801,0,0,0,0,0,0,0,3898,0
2021-11-01T02:15,Ri,0,17129,0,0,0,3417,0,0,0,0
2021-11-01T02:15,Rj,0,0,10854,0,7046,0,0,0,0,4963
2021-11-01T02:15,Rk,9698,0,0,0,0,0,3515,0,0,0
2021-11-01T02:15,Rl,0,0,20268,0,0,0,17392,0,21275,0
2021-11-01T02:15,Rm,0,0,0,0,0,0,0,0,0,19893
2021-11-01T02:15,Rn,0,0,0,0,0,0,0,0,18812,0
2021-11-01T02:15,Ro,0,0,0,22553,0,1158,10508,0,6281,0
2021-11-01T02:15,Rp,0,0,0,0,0,0,0,0,19642,0
2021-11-01T02:15,Rq,0,0,0,0,0,1864,0,0,0,0
2021-11-01T02:15,Rr,0,0,0,0,0,8558,0,0,0,0
2021-11-01T02:15,Rs,0,0,0,0,0,16541,24658,5609,21942,0
2021-11-01T02:15,Rt,0,24958,0,0,0,0,0,0,0,10926
2021-11-01T02:15,Ru,3595,0,0,23063,0,0,0,19265,0,0
2021-11-01T02:15,Rv,0,0,0,0,0,12729,11882,0,3800,0
2021-11-01T02:15,Rw,0,0,0,0,5293,0,0,0,0,21090
2021-11-01T02:15,Rx,0,19084,0,0,0,2915,0,0,0,0
2021-11-01T02:15,Ry,0,0,9665,0,0,0,0,0,0,0
2021-11-01T02:15,Rz,0,0,11232,0,0,8120,0,0,3654,0
2021-11-01T02:15,S1,21846,0,0,0,0,0,0,0,15287,0
2021-11-01T02:15,S2,0,0,0,0,0,0,0,0,0,4611
2021-11-01T02:15,S3,0,18930,0,0,5279,0,0,0,0,0
2021-11-01T02:15,S4,0,0,0,0,22561,0,22240,5325,0,0
2021-11-01T02:15,S5,0,0,0,0,0,16955,0,0,0,0
2021-11-01T02:15,S6,0,0,0,0,7096,0,0,0,0,0
2021-11-01T02:15,S7,0,0,0,0,0,0,8865,0,0,0
2021-11-01T02:20,S8,0,0,0,0,0,20522,0,0,0,0
2021-11-01T02:20,S9,11896,0,0,0,17296,0,13823,0,0,0
2021-11-01T02:20,ST,14697,23555,0,22530,0,11603,0,0,11449,0
2021-11-01T02:20,SU,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:20,SV,0,0,0,0,0,0,0,901,0,20419
2021-11-01T02:20,SW,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:20,SX,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:20,SY,18176,0,0,0,0,1833,0,0,0,0
2021-11-01T02:20,SZ,0,0,0,0,0,0,19873,0,0,0
2021-11-01T02:20,Sa,0,0,19837,0,0,0,0,0,0,0
2021-11-01T02:20,Sb,0,0,0,0,0,2430,0,0,0,9098
2021-11-01T02:20,Sc,0,0,0,5818,0,0,0,0,0,0
2021-11-01T02:20,Sd,0,0,0,0,0,3168,0,23134,0,0
2021-11-01T02:20,Se,0,0,0,0,0,11298,0,17936,0,2990
2021-11-01T02:20,Sf,155,0,0,6706,0,6158,0,0,0,0
2021-11-01T02:20,Sg,0,0,11424,0,0,0,0,4793,0,0
2021-11-01T02:20,Sh,0,0,0,0,0,12871,0,0,0,0
2021-11-01T02:20,Si,0,1363,0,0,0,0,0,0,0,0
2021-11-01T02:20,Sj,0,24611,0,20115,0,0,7326,0,9022,0
2021-11-01T02:20,Sk,0,0,0,6172,0,0,0,75,0,12590
2021-11-01T02:20,Sl,0,0,15444,0,10197,0,0,0,0,19938
2021-11-01T02:20,Sm,0,0,0,0,0,7636,4196,0,0,0
2021-11-01T02:20,Sn,0,11398,0,0,0,0,0,0,1149,0
2021-11-01T02:20,So,0,838,0,0,0,0,7879,0,0,0
2021-11-01T02:20,Sp,0,0,0,0,0,0,0,616,0,0
2021-11-01T02:20,Sq,0,0,0,8580,22211,0,0,23936,0,0
2021-11-01T02:20,Sr,0,10507,0,12698,0,0,0,0,0,0
2021-11-01T02:20,Ss,0,0,0,0,0,0,0,21449,0,0
2021-11-01T02:20,St,20211,0,16337,0,0,0,0,16163,0,0
2021-11-01T02:20,Su,24595,0,0,0,0,0,0,8130,10885,0
2021-11-01T02:20,Sv,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:20,Sw,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:20,Sx,0,0,0,0,9568,0,19017,0,0,0
2021-11-01T02:20,Sy,0,0,11423,0,0,0,0,0,0,0
2021-11-01T02:20,Sz,0,0,0,0,0,0,15716,0,8974,0
2021-11-01T02:20,T1,0,0,0,0,0,0,19498,0,0,0
2021-11-01T02:20,T2,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:20,T3,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:20,T4,0,0,0,0,8759,0,0,0,4912,0
2021-11-01T02:20,T5,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:20,T6,0,13308,0,0,0,0,0,0,0,0
2021-11-01T02:20,T7,0,4909,3995,0,0,0,0,0,0,0
2021-11-01T02:20,T8,0,0,0,0,0,0,0,8808,0,0
2021-11-01T02:20,T9,0,0,5239,0,0,344,0,17051,0,0
2021-11-01T02:20,TU,0,0,0,0,0,19113,0,5188,0,0
2021-11-01T02:20,TV,0,0,0,0,0,0,20090,0,0,14358
2021-11-01T02:20,TW,19650,0,0,17613,0,0,0,0,0,0
2021-11-01T02:20,TX,0,12937,0,0,0,0,14047,0,3584,1998
2021-11-01T02:20,TY,0,0,18665,8080,0,0,0,22312,0,0
2021-11-01T02:20,TZ,0,2215,0,0,20374,0,0,0,0,0
2021-11-01T02:20,Ta,0,20434,0,0,0,0,0,0,0,0
2021-11-01T02:20,Tb,0,0,0,0,0,0,0,2370,0,0
2021-11-01T02:20,Tc,5937,24047,0,0,0,0,0,0,0,0
2021-11-01T02:20,Td,13484,0,8586,0,0,0,0,2119,0,0
2021-11-01T02:20,Te,0,0,0,5046,0,0,0,0,13113,14220
2021-11-01T02:20,Tf,0,17821,0,0,0,21987,18963,0,24850,0
2021-11-01T02:20,Tg,3858,0,0,17944,0,0,5210,0,0,0
2021-11-01T02:20,Th,0,5347,0,14486,0,0,9462,0,10071,0
2021-11-01T02:20,Ti,0,0,10278,0,0,0,0,0,0,0
2021-11-01T02:20,Tj,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:20,Tk,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:20,Tl,13179,0,0,0,0,0,0,23045,0,20057
2021-11-01T02:20,Tm,0,0,0,0,0,0,0,21159,0,0
2021-11-01T02:20,Tn,0,0,0,0,1792,0,0,0,0,0
2021-11-01T02:20,To,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:20,Tp,0,0,0,17836,0,0,0,0,0,0
2021-11-01T02:20,Tq,0,0,1371,0,0,0,0,3443,0,3743
2021-11-01T02:20,Tr,0,0,0,0,0,14767,0,0,12474,0
2021-11-01T02:20,Ts,0,15973,0,0,0,0,0,0,10339,0
2021-11-01T02:20,Tt,0,1803,0,12459,0,0,10969,0,0,0
2021-11-01T02:20,Tu,0,0,0,0,0,0,15452,0,0,0
2021-11-01T02:20,Tv,0,0,0,0,2012,5683,13150,0,0,0
2021-11-01T02:20,Tw,18706,0,0,0,0,0,3198,21558,0,0
2021-11-01T02:20,Tx,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:20,Ty,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:20,Tz,0,0,20465,2932,0,0,0,0,0,0
2021-11-01T02:20,U1,0,0,12238,0,0,0,0,0,0,0
2021-11-01T02:20,U2,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:20,U3,0,24575,0,11474,0,0,0,0,12736,0
2021-11-01T02:20,U4,11375,0,24030,0,18307,0,0,0,0,0
2021-11-01T02:20,U5,0,0,0,0,0,0,19216,0,0,0
2021-11-01T02:20,U6,0,11903,0,0,0,16709,0,0,0,0
2021-11-01T02:20,U7,0,14690,0,0,0,0,20595,0,0,0
2021-11-01T02:20,U8,0,0,0,0,0,0,4292,11340,0,0
2021-11-01T02:20,U9,0,19652,23066,0,4702,0,0,0,0,0
2021-11-01T02:20,UV,0,0,20150,1610,0,0,0,0,0,0
2021-11-01T02:20,UW,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:20,UX,15906,19387,0,22014,16682,14906,0,0,0,0
2021-11-01T02:20,UY,10433,0,2082,0,0,18184,0,17972,18364,12444
2021-11-01T02:20,UZ,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:20,Ua,1244,0,0,0,0,0,0,0,0,0
2021-11-01T02:20,Ub,0,0,0,0,0,11428,0,0,0,0
2021-11-01T02:20,Uc,0,0,0,3040,0,0,0,0,0,0
2021-11-01T02:20,Ud,0,0,0,0,0,0,0,0,8135,0
2021-11-01T02:20,Ue,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:20,Uf,0,0,15944,0,24345,0,0,0,0,11303
2021-11-01T02:20,Ug,0,0,0,0,0,0,2728,0,0,0
2021-11-01T02:20,Uh,24571,0,0,0,0,0,0,0,0,4815
2021-11-01T02:20,Ui,0,0,0,7228,4877,0,0,0,615,0
2021-11-01T02:20,Uj,0,0,0,0,0,5941,0,0,0,0
2021-11-01T02:25,Uk,0,0,0,0,0,0,0,11007,0,0
2021-11-01T02:25,Ul,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:25,Um,21282,0,0,0,0,0,0,0,0,0
2021-11-01T02:25,Un,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:25,Uo,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:25,Up,0,0,0,0,0,24707,0,0,0,0
2021-11-01T02:25,Uq,0,0,0,19667,0,0,8728,0,0,0
2021-11-01T02:25,Ur,0,0,18608,0,0,0,0,0,0,0
2021-11-01T02:25,Us,0,0,0,0,0,0,0,0,13283,0
2021-11-01T02:25,Ut,0,0,0,0,4820,0,0,0,0,0
2021-11-01T02:25,Uu,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:25,Uv,0,0,0,0,0,0,0,0,10576,0
2021-11-01T02:25,Uw,0,0,0,0,0,0,18233,0,0,0
2021-11-01T02:25,Ux,0,0,0,0,0,21715,36,0,0,0
2021-11-01T02:25,Uy,5189,19187,0,23160,0,0,1930,0,0,0
2021-11-01T02:25,Uz,0,0,20474,0,0,0,0,13637,0,2540
2021-11-01T02:25,V1,0,0,17370,0,0,0,0,0,14122,11363
2021-11-01T02:25,V2,0,0,0,0,0,0,15438,0,0,0
2021-11-01T02:25,V3,0,13305,0,0,0,0,0,0,0,0
2021-11-01T02:25,V4,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:25,V5,18506,0,0,0,0,0,0,21367,0,0
2021-11-01T02:25,V6,0,0,0,644,0,0,18852,0,0,0
2021-11-01T02:25,V7,0,3813,0,0,0,0,0,0,0,19201
2021-11-01T02:25,V8,0,0,24623,0,0,0,0,0,0,0
2021-11-01T02:25,V9,0,0,0,0,0,0,0,0,0,0
2021-11-01T02:25,VW,20715,24743,0,0,0,0,0,0,0,0
2021-11-01T02:25,VX,0,0,0,0,0,0,0,17949,0,16084
2021-11-01T02:25,VY,0,0,7082,0,0,0,0,0,0,0
2021-11-01T02:25,VZ,0,0,7025,0,0,0,0,0,11870,0
2021-11-01T02:25,Va,0,4516,0,0,0,0,0,0,0,8556
2021-11-01T02:25,Vb,0,0,0,0,0,8445,0,0,0,0
2021-11-01T02:25,Vc,0,0,0,0,0,0,0,0,10866,0
2021-11-01T02:25,Vd,0,0,0,0,0,0,0,7156,0,0
